scientific_name,taxon,iucn_class,iucn_category,iucn_score,gen,is_single
Scapanus latimanus,포유류,MAMMALIA,LC,0,1.5,False
Scapanus orarius,포유류,MAMMALIA,LC,0,1.5,False
Scapanus townsendii,포유류,MAMMALIA,LC,0,1.5,False
Scapteromys aquaticus,포유류,MAMMALIA,LC,0,2.0,True
Scapteromys tumidus,포유류,MAMMALIA,LC,0,2.0,True
Scaptochirus moschatus,포유류,MAMMALIA,LC,0,2.0,True
Scaptonyx fusicaudus,포유류,MAMMALIA,LC,0,2.0,True
Sciurocheirus alleni,포유류,MAMMALIA,NT,1,4.0,True
Sciurotamias davidianus,포유류,MAMMALIA,LC,0,3.0,True
Sciurotamias forresti,포유류,MAMMALIA,LC,0,3.5,False
Sciurus aberti,포유류,MAMMALIA,LC,0,6.0,True
Sciurus aestuans,포유류,MAMMALIA,LC,0,5.5,False
Sciurus alleni,포유류,MAMMALIA,LC,0,5.5,False
Sciurus aureogaster,포유류,MAMMALIA,LC,0,6.0,True
Sciurus colliaei,포유류,MAMMALIA,LC,0,5.5,False
Sciurus deppei,포유류,MAMMALIA,LC,0,5.0,True
Sciurus granatensis,포유류,MAMMALIA,LC,0,5.0,True
Sciurus griseus,포유류,MAMMALIA,LC,0,6.0,True
Sciurus igniventris,포유류,MAMMALIA,LC,0,5.0,True
Sciurus lis,포유류,MAMMALIA,LC,0,5.5,False
Sciurus nayaritensis,포유류,MAMMALIA,LC,0,5.5,False
Sciurus niger,포유류,MAMMALIA,LC,0,4.5,False
Sciurus oculatus,포유류,MAMMALIA,LC,0,5.5,False
Sciurus spadiceus,포유류,MAMMALIA,LC,0,5.5,False
Sciurus stramineus,포유류,MAMMALIA,LC,0,5.5,False
Sciurus variegatoides,포유류,MAMMALIA,LC,0,5.5,False
Sciurus vulgaris,포유류,MAMMALIA,LC,0,4.0,True
Sciurus yucatanensis,포유류,MAMMALIA,LC,0,5.0,True
Scolomys melanops,포유류,MAMMALIA,LC,0,1.5,False
Scolomys ucayalensis,포유류,MAMMALIA,LC,0,1.5,False
Scotinomys teguina,포유류,MAMMALIA,LC,0,1.5,False
Scotinomys xerampelinus,포유류,MAMMALIA,LC,0,1.5,False
Scotoecus hirundo,포유류,MAMMALIA,LC,0,5.63,True
Scotomanes ornatus,포유류,MAMMALIA,LC,0,5.6,True
Scotonycteris zenkeri,포유류,MAMMALIA,NT,1,4.25,True
Scotophilus dinganii,포유류,MAMMALIA,LC,0,5.62,True
Scotophilus heathii,포유류,MAMMALIA,LC,0,5.6,True
Scotophilus leucogaster,포유류,MAMMALIA,LC,0,5.62,True
Scotophilus marovaza,포유류,MAMMALIA,LC,0,5.62,True
Scotophilus nigrita,포유류,MAMMALIA,LC,0,5.62,True
Scotophilus nux,포유류,MAMMALIA,LC,0,5.62,True
Scotophilus robustus,포유류,MAMMALIA,LC,0,5.62,True
Scotophilus viridis,포유류,MAMMALIA,LC,0,5.62,True
Scutisorex somereni,포유류,MAMMALIA,LC,0,1.0,True
Sekeetamys calurus,포유류,MAMMALIA,LC,0,1.5,False
Semnopithecus dussumieri,무척추/식물/기타,,LC,0,11.0,False
Semnopithecus schistaceus,포유류,MAMMALIA,LC,0,12.0,True
Sicista betulina,포유류,MAMMALIA,LC,0,2.0,True
Sicista concolor,포유류,MAMMALIA,LC,0,2.0,True
Sicista napaea,포유류,MAMMALIA,LC,0,2.0,True
Sicista severtzovi,포유류,MAMMALIA,CR,4,2.0,True
Sicista subtilis,포유류,MAMMALIA,LC,0,2.0,True
Sigmodon alstoni,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon arizonae,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon fulviventer,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon hirsutus,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon hispidus,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon leucotis,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon mascotensis,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon ochrognathus,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon peruanus,포유류,MAMMALIA,LC,0,1.5,False
Sigmodon toltecus,포유류,MAMMALIA,LC,0,1.5,False
Sigmodontomys alfari,포유류,MAMMALIA,LC,0,1.5,False
Sminthopsis leucopus,포유류,MAMMALIA,LC,0,1.0,True
Sooretamys angouya,포유류,MAMMALIA,LC,0,2.0,True
Sorex araneus,포유류,MAMMALIA,LC,0,1.0,True
Sorex arcticus,포유류,MAMMALIA,LC,0,1.0,True
Sorex arizonae,포유류,MAMMALIA,LC,0,1.0,True
Sorex asper,포유류,MAMMALIA,LC,0,1.5,False
Sorex bairdi,포유류,MAMMALIA,LC,0,1.0,True
Sorex bedfordiae,포유류,MAMMALIA,LC,0,1.0,True
Sorex bendirii,포유류,MAMMALIA,LC,0,0.5,False
Sorex caecutiens,포유류,MAMMALIA,LC,0,1.0,True
Sorex camtschatica,포유류,MAMMALIA,LC,0,1.0,True
Sorex cinereus,포유류,MAMMALIA,LC,0,0.5,False
Sorex coronatus,포유류,MAMMALIA,LC,0,0.5,False
Sorex cylindricauda,포유류,MAMMALIA,LC,0,1.0,True
Sorex daphaenodon,포유류,MAMMALIA,LC,0,1.0,True
Sorex dispar,포유류,MAMMALIA,LC,0,1.0,True
Sorex emarginatus,포유류,MAMMALIA,LC,0,1.0,True
Sorex excelsus,포유류,MAMMALIA,LC,0,1.0,True
Sorex fumeus,포유류,MAMMALIA,LC,0,1.0,True
Sorex gracillimus,포유류,MAMMALIA,LC,0,1.0,True
Sorex granarius,포유류,MAMMALIA,LC,0,1.5,False
Sorex haydeni,포유류,MAMMALIA,LC,0,1.0,True
Sorex hosonoi,포유류,MAMMALIA,LC,0,1.0,True
Sorex hoyi,포유류,MAMMALIA,LC,0,1.0,True
Sorex isodon,포유류,MAMMALIA,LC,0,0.9,True
Sorex jacksoni,포유류,MAMMALIA,LC,0,1.0,True
Sorex longirostris,포유류,MAMMALIA,LC,0,1.0,True
Sorex lyelli,포유류,MAMMALIA,LC,0,1.0,True
Sorex maritimensis,포유류,MAMMALIA,LC,0,1.5,False
Sorex mediopua,포유류,MAMMALIA,LC,0,1.0,True
Sorex merriami,포유류,MAMMALIA,LC,0,1.0,True
Sorex minutissimus,포유류,MAMMALIA,LC,0,1.0,True
Sorex minutus,포유류,MAMMALIA,LC,0,1.0,True
Sorex nanus,포유류,MAMMALIA,LC,0,1.0,True
Sorex oreopolus,포유류,MAMMALIA,LC,0,1.0,True
Sorex orizabae,포유류,MAMMALIA,LC,0,1.0,True
Sorex ornatus,포유류,MAMMALIA,LC,0,1.0,True
Sorex pacificus,포유류,MAMMALIA,LC,0,0.5,False
Sorex palustris,포유류,MAMMALIA,LC,0,0.5,False
Sorex planiceps,포유류,MAMMALIA,LC,0,1.0,True
Sorex preblei,포유류,MAMMALIA,LC,0,1.0,True
Sorex raddei,포유류,MAMMALIA,LC,0,2.0,True
Sorex roboratus,포유류,MAMMALIA,LC,0,0.5,False
Sorex rohweri,포유류,MAMMALIA,LC,0,1.0,True
Sorex samniticus,포유류,MAMMALIA,LC,0,1.0,True
Sorex satunini,포유류,MAMMALIA,LC,0,1.0,True
Sorex saussurei,포유류,MAMMALIA,LC,0,1.0,True
Sorex shinto,포유류,MAMMALIA,LC,0,1.0,True
Sorex sonomae,포유류,MAMMALIA,LC,0,1.0,True
Sorex tenellus,포유류,MAMMALIA,LC,0,1.0,True
Sorex trowbridgii,포유류,MAMMALIA,LC,0,1.0,True
Sorex tundrensis,포유류,MAMMALIA,LC,0,1.0,True
Sorex ugyunak,포유류,MAMMALIA,LC,0,1.0,True
Sorex unguiculatus,포유류,MAMMALIA,LC,0,1.0,True
Sorex vagrans,포유류,MAMMALIA,LC,0,1.0,True
Sorex ventralis,포유류,MAMMALIA,LC,0,1.0,True
Sorex veraecrucis,포유류,MAMMALIA,LC,0,1.0,True
Sorex veraepacis,포유류,MAMMALIA,LC,0,1.0,True
Sorex yukonicus,포유류,MAMMALIA,LC,0,1.0,True
Soricomys kalinga,포유류,MAMMALIA,LC,0,1.5,False
Soricomys musseri,포유류,MAMMALIA,LC,0,1.5,False
Soriculus nigrescens,포유류,MAMMALIA,LC,0,1.0,True
Spalacopus cyanus,포유류,MAMMALIA,LC,0,3.5,False
Spalax microphthalmus,포유류,MAMMALIA,LC,0,3.5,False
Spermophilopsis leptodactylus,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus alashanicus,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus brevicauda,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus dauricus,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus erythrogenys,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus fulvus,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus major,포유류,MAMMALIA,NT,1,2.5,False
Spermophilus pallidicauda,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus pygmaeus,포유류,MAMMALIA,CR,4,2.5,False
Spermophilus ralli,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus relictus,포유류,MAMMALIA,LC,0,2.5,False
Spermophilus taurensis,포유류,MAMMALIA,LC,0,2.5,False
Sphaerias blanfordi,포유류,MAMMALIA,LC,0,5.0,False
Steatomys bocagei,포유류,MAMMALIA,LC,0,2.5,False
Steatomys caurinus,포유류,MAMMALIA,LC,0,1.5,False
Steatomys cuppedius,포유류,MAMMALIA,LC,0,2.5,False
Steatomys krebsii,포유류,MAMMALIA,LC,0,1.5,False
Steatomys opimus,포유류,MAMMALIA,LC,0,1.5,False
Steatomys parvus,포유류,MAMMALIA,LC,0,2.5,False
Steatomys pratensis,포유류,MAMMALIA,LC,0,1.5,False
