scientific_name,iucn_class,taxon_group,iucn_category,iucn_score
Procapra gutturosa,MAMMALIA,포유류,LC,0
Procavia capensis,MAMMALIA,포유류,LC,0
Procyon cancrivorus,MAMMALIA,포유류,LC,0
Proechimys brevicauda,MAMMALIA,포유류,LC,0
Proechimys canicollis,MAMMALIA,포유류,LC,0
Proechimys cuvieri,MAMMALIA,포유류,LC,0
Proechimys echinothrix,MAMMALIA,포유류,LC,0
Proechimys goeldii,MAMMALIA,포유류,LC,0
Proechimys guairae,MAMMALIA,포유류,LC,0
Proechimys guyannensis,MAMMALIA,포유류,LC,0
Proechimys longicaudatus,MAMMALIA,포유류,LC,0
Proechimys pattoni,MAMMALIA,포유류,LC,0
Proechimys quadruplicatus,MAMMALIA,포유류,LC,0
Proechimys roberti,MAMMALIA,포유류,LC,0
Proechimys semispinosus,MAMMALIA,포유류,LC,0
Proechimys simonsi,MAMMALIA,포유류,LC,0
Proechimys steerei,MAMMALIA,포유류,LC,0
Promops centralis,MAMMALIA,포유류,LC,0
Promops nasutus,MAMMALIA,포유류,LC,0
Pronolagus crassicaudatus,MAMMALIA,포유류,LC,0
Pronolagus randensis,MAMMALIA,포유류,LC,0
Pronolagus rupestris,MAMMALIA,포유류,LC,0
Pronolagus saundersiae,MAMMALIA,포유류,LC,0
Protochromys fellowsi,MAMMALIA,포유류,LC,0
Protoxerus stangeri,MAMMALIA,포유류,LC,0
Psammomys obesus,MAMMALIA,포유류,LC,0
Pseudantechinus bilarni,MAMMALIA,포유류,NT,1
Pseudantechinus macdonnellensis,MAMMALIA,포유류,LC,0
Pseudantechinus ningbing,MAMMALIA,포유류,LC,0
Pseudantechinus roryi,MAMMALIA,포유류,LC,0
Pseudantechinus woolleyae,MAMMALIA,포유류,LC,0
Pseudocheirus peregrinus,MAMMALIA,포유류,LC,0
Pseudochirops archeri,MAMMALIA,포유류,NT,1
Pseudochirops cupreus,MAMMALIA,포유류,LC,0
Pseudochirulus canescens,MAMMALIA,포유류,LC,0
Pseudochirulus caroli,MAMMALIA,포유류,LC,0
Pseudochirulus forbesi,MAMMALIA,포유류,LC,0
Pseudochirulus herbertensis,MAMMALIA,포유류,LC,0
Pseudochirulus larvatus,MAMMALIA,포유류,LC,0
Pseudochirulus mayeri,MAMMALIA,포유류,LC,0
Pseudohydromys berniceae,MAMMALIA,포유류,LC,0
Pseudohydromys ellermani,MAMMALIA,포유류,LC,0
Pseudohydromys fuscus,MAMMALIA,포유류,LC,0
Pseudohydromys murinus,MAMMALIA,포유류,LC,0
Pseudomys albocinereus,MAMMALIA,포유류,LC,0
Pseudomys apodemoides,MAMMALIA,포유류,LC,0
Pseudomys bolami,MAMMALIA,포유류,LC,0
Pseudomys chapmani,MAMMALIA,포유류,LC,0
Pseudomys delicatulus,MAMMALIA,포유류,LC,0
Pseudomys desertor,MAMMALIA,포유류,LC,0
Pseudomys gracilicaudatus,MAMMALIA,포유류,LC,0
Pseudomys hermannsburgensis,MAMMALIA,포유류,LC,0
Pseudomys higginsi,MAMMALIA,포유류,LC,0
Pseudomys johnsoni,MAMMALIA,포유류,LC,0
Pseudomys nanus,MAMMALIA,포유류,LC,0
Pseudomys occidentalis,MAMMALIA,포유류,NT,1
Pseudomys patrius,MAMMALIA,포유류,LC,0
Pseudoryzomys simplex,MAMMALIA,포유류,LC,0
Ptenochirus minor,MAMMALIA,포유류,LC,0
Pteromys momonga,MAMMALIA,포유류,LC,0
Pteromys volans,MAMMALIA,포유류,NT,1
Pteronotus davyi,MAMMALIA,포유류,LC,0
Pteronotus gymnonotus,MAMMALIA,포유류,LC,0
Pteronotus macleayii,MAMMALIA,포유류,LC,0
Pteronotus mesoamericanus,MAMMALIA,포유류,LC,0
Pteronotus parnellii,MAMMALIA,포유류,LC,0
Pteronotus personatus,MAMMALIA,포유류,LC,0
Pteronotus quadridens,MAMMALIA,포유류,LC,0
Pteronotus rubiginosus,MAMMALIA,포유류,LC,0
Pteropus admiralitatum,MAMMALIA,포유류,LC,0
Pteropus alecto,MAMMALIA,포유류,LC,0
Pteropus hypomelanus,MAMMALIA,포유류,NT,1
Pteropus macrotis,MAMMALIA,포유류,LC,0
Pteropus neohibernicus,MAMMALIA,포유류,LC,0
Pteropus personatus,MAMMALIA,포유류,LC,0
Pteropus scapulatus,MAMMALIA,포유류,LC,0
Pteropus seychellensis,MAMMALIA,포유류,LC,0
Pteropus tonganus,MAMMALIA,포유류,LC,0
Ptilocercus lowii,MAMMALIA,포유류,LC,0
Puma concolor,MAMMALIA,포유류,LC,0
Pusa sibirica,MAMMALIA,포유류,LC,0
Pygeretmus platyurus,MAMMALIA,포유류,LC,0
Pygeretmus pumilio,MAMMALIA,포유류,LC,0
Pygoderma bilabiatum,MAMMALIA,포유류,LC,0
Raphicerus campestris,MAMMALIA,포유류,LC,0
Raphicerus melanotis,MAMMALIA,포유류,LC,0
Raphicerus sharpei,MAMMALIA,포유류,LC,0
Rattus andamanensis,MAMMALIA,포유류,LC,0
Rattus annandalei,MAMMALIA,포유류,LC,0
Rattus argentiventer,MAMMALIA,포유류,LC,0
Rattus arrogans,MAMMALIA,포유류,LC,0
Rattus baluensis,MAMMALIA,포유류,LC,0
Rattus colletti,MAMMALIA,포유류,LC,0
Rattus everetti,MAMMALIA,포유류,LC,0
Rattus exulans,MAMMALIA,포유류,LC,0
Rattus fuscipes,MAMMALIA,포유류,LC,0
Rattus giluwensis,MAMMALIA,포유류,LC,0
Rattus hoffmanni,MAMMALIA,포유류,LC,0
Rattus leucopus,MAMMALIA,포유류,LC,0
Rattus losea,MAMMALIA,포유류,LC,0
Rattus lutreolus,MAMMALIA,포유류,LC,0
Rattus marmosurus,MAMMALIA,포유류,LC,0
Rattus mordax,MAMMALIA,포유류,LC,0
Rattus morotaiensis,MAMMALIA,포유류,LC,0
Rattus niobe,MAMMALIA,포유류,LC,0
Rattus nitidus,MAMMALIA,포유류,LC,0
Rattus norvegicus,MAMMALIA,포유류,LC,0
Rattus novaeguineae,MAMMALIA,포유류,LC,0
Rattus osgoodi,MAMMALIA,포유류,LC,0
Rattus pococki,MAMMALIA,포유류,LC,0
Rattus praetor,MAMMALIA,포유류,LC,0
Rattus pyctoris,MAMMALIA,포유류,LC,0
Rattus rattus,MAMMALIA,포유류,LC,0
Rattus sordidus,MAMMALIA,포유류,LC,0
Rattus steini,MAMMALIA,포유류,LC,0
Rattus tanezumi,MAMMALIA,포유류,LC,0
Rattus tiomanicus,MAMMALIA,포유류,LC,0
Rattus tunneyi,MAMMALIA,포유류,LC,0
Rattus verecundus,MAMMALIA,포유류,LC,0
Rattus villosissimus,MAMMALIA,포유류,LC,0
Ratufa indica,MAMMALIA,포유류,LC,0
Redunca arundinum,MAMMALIA,포유류,LC,0
Redunca redunca,MAMMALIA,포유류,LC,0
Reithrodon auritus,MAMMALIA,포유류,LC,0
Reithrodon typicus,MAMMALIA,포유류,LC,0
Reithrodontomys brevirostris,MAMMALIA,포유류,LC,0
Reithrodontomys chrysopsis,MAMMALIA,포유류,LC,0
Reithrodontomys creper,MAMMALIA,포유류,LC,0
Reithrodontomys darienensis,MAMMALIA,포유류,LC,0
Reithrodontomys fulvescens,MAMMALIA,포유류,LC,0
Reithrodontomys gracilis,MAMMALIA,포유류,LC,0
Reithrodontomys humulis,MAMMALIA,포유류,LC,0
Reithrodontomys megalotis,MAMMALIA,포유류,LC,0
Reithrodontomys mexicanus,MAMMALIA,포유류,LC,0
Reithrodontomys microdon,MAMMALIA,포유류,LC,0
Reithrodontomys montanus,MAMMALIA,포유류,LC,0
Reithrodontomys rodriguezi,MAMMALIA,포유류,LC,0
Reithrodontomys sumichrasti,MAMMALIA,포유류,LC,0
Reithrodontomys zacatecae,MAMMALIA,포유류,LC,0
Rhabdomys pumilio,MAMMALIA,포유류,LC,0
Rhagomys longilingua,MAMMALIA,포유류,LC,0
Rheomys raptor,MAMMALIA,포유류,LC,0
Rheomys underwoodi,MAMMALIA,포유류,LC,0
Rhinolophus acuminatus,MAMMALIA,포유류,LC,0
Rhinolophus affinis,MAMMALIA,포유류,LC,0
Rhinolophus alcyone,MAMMALIA,포유류,LC,0
Rhinolophus beddomei,MAMMALIA,포유류,LC,0
Rhinolophus blasii,MAMMALIA,포유류,VU,2
Rhinolophus bocharicus,MAMMALIA,포유류,LC,0
Rhinolophus borneensis,MAMMALIA,포유류,LC,0
Rhinolophus capensis,MAMMALIA,포유류,LC,0
Rhinolophus celebensis,MAMMALIA,포유류,LC,0
Rhinolophus clivosus,MAMMALIA,포유류,LC,0
Rhinolophus coelophyllus,MAMMALIA,포유류,LC,0
Rhinolophus creaghi,MAMMALIA,포유류,LC,0
Rhinolophus darlingi,MAMMALIA,포유류,LC,0
Rhinolophus denti,MAMMALIA,포유류,LC,0
Rhinolophus eloquens,MAMMALIA,포유류,LC,0
Rhinolophus euryotis,MAMMALIA,포유류,LC,0
Rhinolophus ferrumequinum,MAMMALIA,포유류,LC,0
Rhinolophus fumigatus,MAMMALIA,포유류,LC,0
Rhinolophus hildebrandtii,MAMMALIA,포유류,LC,0
Rhinolophus hipposideros,MAMMALIA,포유류,LC,0
Rhinolophus inops,MAMMALIA,포유류,LC,0
Rhinolophus landeri,MAMMALIA,포유류,LC,0
Rhinolophus lepidus,MAMMALIA,포유류,LC,0
Rhinolophus luctus,MAMMALIA,포유류,LC,0
Rhinolophus macrotis,MAMMALIA,포유류,LC,0
Rhinolophus malayanus,MAMMALIA,포유류,LC,0
Rhinolophus marshalli,MAMMALIA,포유류,LC,0
Rhinolophus megaphyllus,MAMMALIA,포유류,LC,0
Rhinolophus paradoxolophus,MAMMALIA,포유류,LC,0
Rhinolophus pearsonii,MAMMALIA,포유류,LC,0
Rhinolophus philippinensis,MAMMALIA,포유류,LC,0
Rhinolophus pusillus,MAMMALIA,포유류,LC,0
Rhinolophus rouxii,MAMMALIA,포유류,LC,0
Rhinolophus shameli,MAMMALIA,포유류,LC,0
Rhinolophus siamensis,MAMMALIA,포유류,LC,0
Rhinolophus simulator,MAMMALIA,포유류,LC,0
Rhinolophus sinicus,MAMMALIA,포유류,LC,0
Rhinolophus stheno,MAMMALIA,포유류,LC,0
Rhinolophus subbadius,MAMMALIA,포유류,LC,0
Rhinolophus swinnyi,MAMMALIA,포유류,LC,0
Rhinolophus thomasi,MAMMALIA,포유류,LC,0
Rhinolophus trifoliatus,MAMMALIA,포유류,NT,1
Rhinolophus virgo,MAMMALIA,포유류,LC,0
Rhinolophus yunanensis,MAMMALIA,포유류,LC,0
Rhinonicteris aurantia,MAMMALIA,포유류,LC,0
Rhinophylla fischerae,MAMMALIA,포유류,LC,0
Rhinophylla pumilio,MAMMALIA,포유류,LC,0
Rhinopoma hardwickii,MAMMALIA,포유류,LC,0
Rhinopoma microphyllum,MAMMALIA,포유류,LC,0
Rhinopoma muscatellum,MAMMALIA,포유류,LC,0
Rhipidomys austrinus,MAMMALIA,포유류,LC,0
Rhipidomys couesi,MAMMALIA,포유류,LC,0
Rhipidomys emiliae,MAMMALIA,포유류,LC,0
Rhipidomys fulviventer,MAMMALIA,포유류,LC,0
Rhipidomys gardneri,MAMMALIA,포유류,LC,0
Rhipidomys latimanus,MAMMALIA,포유류,LC,0
Rhipidomys leucodactylus,MAMMALIA,포유류,LC,0
Rhipidomys macconnelli,MAMMALIA,포유류,LC,0
Rhipidomys macrurus,MAMMALIA,포유류,LC,0
Rhipidomys mastacalis,MAMMALIA,포유류,LC,0
Rhipidomys modicus,MAMMALIA,포유류,LC,0
Rhipidomys nitela,MAMMALIA,포유류,LC,0
Rhipidomys venezuelae,MAMMALIA,포유류,LC,0
Rhipidomys venustus,MAMMALIA,포유류,LC,0
Rhipidomys wetzeli,MAMMALIA,포유류,LC,0
Rhizomys pruinosus,MAMMALIA,포유류,LC,0
Rhizomys sinensis,MAMMALIA,포유류,LC,0
Rhizomys sumatrensis,MAMMALIA,포유류,LC,0
Rhogeessa aeneus,MAMMALIA,포유류,LC,0
Rhogeessa io,MAMMALIA,포유류,LC,0
Rhogeessa parvula,MAMMALIA,포유류,LC,0
Rhogeessa tumida,MAMMALIA,포유류,LC,0
Rhombomys opimus,MAMMALIA,포유류,LC,0
Rhynchocyon petersi,MAMMALIA,포유류,LC,0
Rhynchogale melleri,MAMMALIA,포유류,LC,0
Rhynchomys banahao,MAMMALIA,포유류,LC,0
Rhynchonycteris naso,MAMMALIA,포유류,LC,0
Rousettus aegyptiacus,MAMMALIA,포유류,CR,4
Rousettus amplexicaudatus,MAMMALIA,포유류,LC,0
Rousettus leschenaultii,MAMMALIA,포유류,NT,1
Rupicapra pyrenaica,MAMMALIA,포유류,LC,0
Rupicapra rupicapra,MAMMALIA,포유류,LC,0
Saccolaimus flaviventris,MAMMALIA,포유류,LC,0
Saccolaimus peli,MAMMALIA,포유류,LC,0
Saccolaimus saccolaimus,MAMMALIA,포유류,LC,0
Saccopteryx bilineata,MAMMALIA,포유류,LC,0
Saccopteryx canescens,MAMMALIA,포유류,LC,0
Saccopteryx leptura,MAMMALIA,포유류,LC,0
Saccostomus campestris,MAMMALIA,포유류,LC,0
Saccostomus mearnsi,MAMMALIA,포유류,LC,0
Saguinus martinsi,MAMMALIA,포유류,NT,1
Saguinus midas,MAMMALIA,포유류,LC,0
Saguinus mystax,MAMMALIA,포유류,LC,0
Saimiri boliviensis,MAMMALIA,포유류,LC,0
Saimiri sciureus,MAMMALIA,포유류,LC,0
Salpingotus crassicauda,MAMMALIA,포유류,LC,0
Salpingotus kozlovi,MAMMALIA,포유류,LC,0
Sapajus libidinosus,MAMMALIA,포유류,NT,1
Sauromys petrophilus,MAMMALIA,포유류,LC,0
Scalopus aquaticus,MAMMALIA,포유류,LC,0
Scapanulus oweni,MAMMALIA,포유류,LC,0
Scapanus latimanus,MAMMALIA,포유류,LC,0
Scapanus orarius,MAMMALIA,포유류,LC,0
Scapanus townsendii,MAMMALIA,포유류,LC,0
Scapteromys aquaticus,MAMMALIA,포유류,LC,0
Scapteromys tumidus,MAMMALIA,포유류,LC,0
Scaptochirus moschatus,MAMMALIA,포유류,LC,0
Scaptonyx fusicaudus,MAMMALIA,포유류,LC,0
Sciurocheirus alleni,MAMMALIA,포유류,NT,1
Sciurocheirus gabonensis,MAMMALIA,포유류,LC,0
Sciurotamias davidianus,MAMMALIA,포유류,LC,0
Sciurotamias forresti,MAMMALIA,포유류,LC,0
Sciurus aberti,MAMMALIA,포유류,LC,0
Sciurus aestuans,MAMMALIA,포유류,LC,0
Sciurus alleni,MAMMALIA,포유류,LC,0
Sciurus aureogaster,MAMMALIA,포유류,LC,0
Sciurus colliaei,MAMMALIA,포유류,LC,0
Sciurus deppei,MAMMALIA,포유류,LC,0
Sciurus granatensis,MAMMALIA,포유류,LC,0
Sciurus griseus,MAMMALIA,포유류,LC,0
Sciurus igniventris,MAMMALIA,포유류,LC,0
Sciurus lis,MAMMALIA,포유류,LC,0
Sciurus nayaritensis,MAMMALIA,포유류,LC,0
Sciurus niger,MAMMALIA,포유류,LC,0
Sciurus oculatus,MAMMALIA,포유류,LC,0
Sciurus spadiceus,MAMMALIA,포유류,LC,0
Sciurus stramineus,MAMMALIA,포유류,LC,0
Sciurus variegatoides,MAMMALIA,포유류,LC,0
Sciurus vulgaris,MAMMALIA,포유류,LC,0
Sciurus yucatanensis,MAMMALIA,포유류,LC,0
Scolomys melanops,MAMMALIA,포유류,LC,0
Scolomys ucayalensis,MAMMALIA,포유류,LC,0
Scoteanax rueppellii,MAMMALIA,포유류,LC,0
Scotinomys teguina,MAMMALIA,포유류,LC,0
Scotinomys xerampelinus,MAMMALIA,포유류,LC,0
Scotoecus hirundo,MAMMALIA,포유류,LC,0
Scotoecus pallidus,MAMMALIA,포유류,LC,0
Scotomanes ornatus,MAMMALIA,포유류,LC,0
Scotonycteris zenkeri,MAMMALIA,포유류,NT,1
Scotophilus collinus,MAMMALIA,포유류,LC,0
Scotophilus dinganii,MAMMALIA,포유류,LC,0
Scotophilus heathii,MAMMALIA,포유류,LC,0
Scotophilus kuhlii,MAMMALIA,포유류,LC,0
Scotophilus leucogaster,MAMMALIA,포유류,LC,0
Scotophilus marovaza,MAMMALIA,포유류,LC,0
Scotophilus nigrita,MAMMALIA,포유류,LC,0
Scotophilus nux,MAMMALIA,포유류,LC,0
Scotophilus robustus,MAMMALIA,포유류,LC,0
Scotophilus viridis,MAMMALIA,포유류,LC,0
Scotorepens balstoni,MAMMALIA,포유류,LC,0
Scotorepens greyii,MAMMALIA,포유류,LC,0
Scotorepens orion,MAMMALIA,포유류,LC,0
Scotorepens sanborni,MAMMALIA,포유류,LC,0
Scotozous dormeri,MAMMALIA,포유류,LC,0
Scutisorex somereni,MAMMALIA,포유류,LC,0
Sekeetamys calurus,MAMMALIA,포유류,LC,0
Semnopithecus entellus,MAMMALIA,포유류,LC,0
Semnopithecus schistaceus,MAMMALIA,포유류,LC,0
Setifer setosus,MAMMALIA,포유류,LC,0
Sicista betulina,MAMMALIA,포유류,LC,0
Sicista concolor,MAMMALIA,포유류,LC,0
Sicista napaea,MAMMALIA,포유류,LC,0
Sicista severtzovi,MAMMALIA,포유류,CR,4
Sicista strandi,MAMMALIA,포유류,LC,0
Sicista subtilis,MAMMALIA,포유류,LC,0
Sigmodon alstoni,MAMMALIA,포유류,LC,0
Sigmodon arizonae,MAMMALIA,포유류,LC,0
Sigmodon fulviventer,MAMMALIA,포유류,LC,0
Sigmodon hirsutus,MAMMALIA,포유류,LC,0
Sigmodon hispidus,MAMMALIA,포유류,LC,0
Sigmodon leucotis,MAMMALIA,포유류,LC,0
Sigmodon mascotensis,MAMMALIA,포유류,LC,0
Sigmodon ochrognathus,MAMMALIA,포유류,LC,0
Sigmodon peruanus,MAMMALIA,포유류,LC,0
Sigmodon toltecus,MAMMALIA,포유류,LC,0
Sigmodontomys alfari,MAMMALIA,포유류,LC,0
Sminthopsis crassicaudata,MAMMALIA,포유류,LC,0
Sminthopsis dolichura,MAMMALIA,포유류,LC,0
Sminthopsis gilberti,MAMMALIA,포유류,LC,0
Sminthopsis granulipes,MAMMALIA,포유류,LC,0
Sminthopsis hirtipes,MAMMALIA,포유류,LC,0
Sminthopsis leucopus,MAMMALIA,포유류,LC,0
Sminthopsis macroura,MAMMALIA,포유류,LC,0
Sminthopsis murina,MAMMALIA,포유류,LC,0
Sminthopsis ooldea,MAMMALIA,포유류,LC,0
Sminthopsis virginiae,MAMMALIA,포유류,LC,0
Sminthopsis youngsoni,MAMMALIA,포유류,LC,0
Sooretamys angouya,MAMMALIA,포유류,LC,0
Sorex araneus,MAMMALIA,포유류,LC,0
Sorex arcticus,MAMMALIA,포유류,LC,0
Sorex arizonae,MAMMALIA,포유류,LC,0
Sorex asper,MAMMALIA,포유류,LC,0
Sorex bairdi,MAMMALIA,포유류,LC,0
Sorex bedfordiae,MAMMALIA,포유류,LC,0
Sorex bendirii,MAMMALIA,포유류,LC,0
Sorex caecutiens,MAMMALIA,포유류,LC,0
Sorex camtschatica,MAMMALIA,포유류,LC,0
Sorex cinereus,MAMMALIA,포유류,LC,0
Sorex coronatus,MAMMALIA,포유류,LC,0
Sorex cylindricauda,MAMMALIA,포유류,LC,0
Sorex daphaenodon,MAMMALIA,포유류,LC,0
Sorex dispar,MAMMALIA,포유류,LC,0
Sorex emarginatus,MAMMALIA,포유류,LC,0
Sorex excelsus,MAMMALIA,포유류,LC,0
Sorex fumeus,MAMMALIA,포유류,LC,0
Sorex gracillimus,MAMMALIA,포유류,LC,0
Sorex granarius,MAMMALIA,포유류,LC,0
Sorex haydeni,MAMMALIA,포유류,LC,0
Sorex hosonoi,MAMMALIA,포유류,LC,0
Sorex hoyi,MAMMALIA,포유류,LC,0
Sorex isodon,MAMMALIA,포유류,LC,0
Sorex jacksoni,MAMMALIA,포유류,LC,0
Sorex longirostris,MAMMALIA,포유류,LC,0
Sorex lyelli,MAMMALIA,포유류,LC,0
Sorex maritimensis,MAMMALIA,포유류,LC,0
Sorex mediopua,MAMMALIA,포유류,LC,0
Sorex merriami,MAMMALIA,포유류,LC,0
Sorex minutissimus,MAMMALIA,포유류,LC,0
Sorex minutus,MAMMALIA,포유류,LC,0
Sorex nanus,MAMMALIA,포유류,LC,0
Sorex oreopolus,MAMMALIA,포유류,LC,0
Sorex orizabae,MAMMALIA,포유류,LC,0
Sorex ornatus,MAMMALIA,포유류,LC,0
Sorex pacificus,MAMMALIA,포유류,LC,0
Sorex palustris,MAMMALIA,포유류,LC,0
Sorex planiceps,MAMMALIA,포유류,LC,0
Sorex preblei,MAMMALIA,포유류,LC,0
Sorex raddei,MAMMALIA,포유류,LC,0
Sorex roboratus,MAMMALIA,포유류,LC,0
Sorex rohweri,MAMMALIA,포유류,LC,0
Sorex samniticus,MAMMALIA,포유류,LC,0
Sorex satunini,MAMMALIA,포유류,LC,0
Sorex saussurei,MAMMALIA,포유류,LC,0
Sorex shinto,MAMMALIA,포유류,LC,0
Sorex sonomae,MAMMALIA,포유류,LC,0
Sorex tenellus,MAMMALIA,포유류,LC,0
Sorex trowbridgii,MAMMALIA,포유류,LC,0
Sorex tundrensis,MAMMALIA,포유류,LC,0
Sorex ugyunak,MAMMALIA,포유류,LC,0
Sorex unguiculatus,MAMMALIA,포유류,LC,0
Sorex vagrans,MAMMALIA,포유류,LC,0
Sorex ventralis,MAMMALIA,포유류,LC,0
Sorex veraecrucis,MAMMALIA,포유류,LC,0
Sorex veraepacis,MAMMALIA,포유류,LC,0
Sorex yukonicus,MAMMALIA,포유류,LC,0
Soricomys kalinga,MAMMALIA,포유류,LC,0
Soricomys musseri,MAMMALIA,포유류,LC,0
Soriculus nigrescens,MAMMALIA,포유류,LC,0
Spalacopus cyanus,MAMMALIA,포유류,LC,0
Spalax microphthalmus,MAMMALIA,포유류,LC,0
Spermophilopsis leptodactylus,MAMMALIA,포유류,LC,0
Spermophilus alashanicus,MAMMALIA,포유류,LC,0
Spermophilus brevicauda,MAMMALIA,포유류,LC,0
Spermophilus dauricus,MAMMALIA,포유류,LC,0
Spermophilus erythrogenys,MAMMALIA,포유류,LC,0
Spermophilus fulvus,MAMMALIA,포유류,LC,0
Spermophilus major,MAMMALIA,포유류,NT,1
Spermophilus pallidicauda,MAMMALIA,포유류,LC,0
Spermophilus pygmaeus,MAMMALIA,포유류,CR,4
Spermophilus ralli,MAMMALIA,포유류,LC,0
Spermophilus relictus,MAMMALIA,포유류,LC,0
Spermophilus taurensis,MAMMALIA,포유류,LC,0
Sphaerias blanfordi,MAMMALIA,포유류,LC,0
Spilocuscus maculatus,MAMMALIA,포유류,LC,0
Spilogale angustifrons,MAMMALIA,포유류,LC,0
Spilogale gracilis,MAMMALIA,포유류,LC,0
Steatomys bocagei,MAMMALIA,포유류,LC,0
Steatomys caurinus,MAMMALIA,포유류,LC,0
Steatomys cuppedius,MAMMALIA,포유류,LC,0
Steatomys krebsii,MAMMALIA,포유류,LC,0
Steatomys opimus,MAMMALIA,포유류,LC,0
Steatomys parvus,MAMMALIA,포유류,LC,0
Steatomys pratensis,MAMMALIA,포유류,LC,0
Stenella attenuata,MAMMALIA,포유류,LC,0
Stenella coeruleoalba,MAMMALIA,포유류,LC,0
