scientific_name,iucn_class,taxon_group,iucn_category,iucn_score
Ochrosia brownii,MAGNOLIOPSIDA,식물,EW,5
Bromus bromoideus,LILIOPSIDA,식물,EW,5
Brugmansia sanguinea,MAGNOLIOPSIDA,식물,EW,5
Lepidodactylus listeri,REPTILIA,파충류,EW,5
Partula nodosa,GASTROPODA,무척추,EW,5
Partula mirabilis,GASTROPODA,무척추,EW,5
Partula dentifera,GASTROPODA,무척추,EX,5
Partula suturalis,GASTROPODA,무척추,EW,5
Partula mooreana,GASTROPODA,무척추,EW,5
Kokia cookei,MAGNOLIOPSIDA,식물,EW,5
Partula taeniata nucleola,GASTROPODA,무척추,CR,4
Partula navigatoria,GASTROPODA,무척추,EW,5
Brugmansia suaveolens,MAGNOLIOPSIDA,식물,EW,5
Xiphophorus couchianus,ACTINOPTERYGII,어류,EW,5
Kalanchoe fadeniorum,MAGNOLIOPSIDA,식물,EW,5
Erythroxylum echinodendron,MAGNOLIOPSIDA,식물,EW,5
Sophora toromiro,MAGNOLIOPSIDA,식물,EW,5
Partula garrettii,GASTROPODA,무척추,EW,5
Diplazium laffanianum,POLYPODIOPSIDA,식물,EW,5
Agave lurida,LILIOPSIDA,식물,EW,5
Mitu mitu,AVES,조류,EW,5
Todiramphus cinnamominus,AVES,조류,EW,5
Lachanodes arborea,MAGNOLIOPSIDA,식물,EW,5
Thermosphaeroma thermophilum,MALACOSTRACA,무척추,EW,5
Bromus interruptus,LILIOPSIDA,식물,EW,5
Corypha taliera,LILIOPSIDA,식물,EW,5
Xiphophorus meyeri,ACTINOPTERYGII,어류,EW,5
Anaxyrus baxteri,AMPHIBIA,양서류,EW,5
Mangifera casturi,MAGNOLIOPSIDA,식물,EW,5
Partula suturalis vexillum,GASTROPODA,무척추,EW,5
Partula suturalis strigosa,GASTROPODA,무척추,EW,5
Ursus thibetanus ussuricus,MAMMALIA,포유류,VU,2
Naemorhedus caudatus,MAMMALIA,포유류,VU,2
Lutra lutra,MAMMALIA,포유류,NT,1
Nipponia nippon,AVES,조류,EN,3
Ciconia boyciana,AVES,조류,EN,3
Rana coreana,AMPHIBIA,양서류,LC,0
Anguilla japonica,ACTINOPTERYGII,어류,EN,3
Panthera tigris altaica,MAMMALIA,포유류,EN,3
Canis lupus coreanus,MAMMALIA,포유류,LC,0
Cervus nippon hortulorum,MAMMALIA,포유류,LC,0
Bettongia penicillata,MAMMALIA,포유류,EX,5
Piliocolobus bouvieri,MAMMALIA,포유류,EN,3
Zyzomys palatalis,MAMMALIA,포유류,CR,4
Crocidura tansaniana,MAMMALIA,포유류,NT,1
Lepilemur wrightae,MAMMALIA,포유류,EN,3
Neotoma angustapalata,MAMMALIA,포유류,NT,1
Neotoma bryanti,MAMMALIA,포유류,LC,0
Oxymycterus josei,MAMMALIA,포유류,NT,1
Perognathus alticola,MAMMALIA,포유류,VU,2
Pipistrellus endoi,MAMMALIA,포유류,NT,1
Plagiodontia aedium,MAMMALIA,포유류,LC,0
Rattus vandeuseni,MAMMALIA,포유류,NT,1
Solenodon paradoxus,MAMMALIA,포유류,LC,0
Allochrocebus solatus,MAMMALIA,포유류,NT,1
Arielulus societatis,MAMMALIA,포유류,LC,0
Arvicola sapidus,MAMMALIA,포유류,NT,1
Bison bonasus,MAMMALIA,포유류,NT,1
Cacajao calvus,MAMMALIA,포유류,LC,0
Caenolestes sangay,MAMMALIA,포유류,VU,2
Capra aegagrus,MAMMALIA,포유류,NT,1
Craseonycteris thonglongyai,MAMMALIA,포유류,NT,1
Crocidura allex,MAMMALIA,포유류,LC,0
Crunomys melanius,MAMMALIA,포유류,LC,0
Cryptotis gracilis,MAMMALIA,포유류,LC,0
Ctenomys magellanicus,MAMMALIA,포유류,LC,0
Dasyprocta coibae,MAMMALIA,포유류,NT,1
Dinomys branickii,MAMMALIA,포유류,LC,0
Eropeplus canus,MAMMALIA,포유류,LC,0
Haeromys minahassae,MAMMALIA,포유류,NT,1
Hapalomys delacouri,MAMMALIA,포유류,NT,1
Harpyionycteris celebensis,MAMMALIA,포유류,NT,1
Hylaeamys oniscus,MAMMALIA,포유류,NT,1
Hyosciurus ileile,MAMMALIA,포유류,LC,0
Ichthyomys pittieri,MAMMALIA,포유류,NT,1
Isoodon auratus,MAMMALIA,포유류,LC,0
Juliomys rimofrons,MAMMALIA,포유류,NT,1
Lagorchestes hirsutus,MAMMALIA,포유류,NT,1
Lemniscomys mittendorfi,MAMMALIA,포유류,LC,0
Leopardus guigna,MAMMALIA,포유류,LC,0
Margaretamys beccarii,MAMMALIA,포유류,LC,0
Marmosa phaea,MAMMALIA,포유류,NT,1
Marmosops pakaraimae,MAMMALIA,포유류,VU,2
Mico leucippe,MAMMALIA,포유류,LC,0
Microcebus lehilahytsara,MAMMALIA,포유류,NT,1
Myosorex jejei,MAMMALIA,포유류,NT,1
Niviventer cremoriventer,MAMMALIA,포유류,LC,0
Notomys fuscus,MAMMALIA,포유류,NT,1
Nyctimene keasti,MAMMALIA,포유류,NT,1
Otomys lacustris,MAMMALIA,포유류,LC,0
Phloeomys cumingi,MAMMALIA,포유류,LC,0
Pithecia albicans,MAMMALIA,포유류,LC,0
Podomys floridanus,MAMMALIA,포유류,NT,1
Praomys degraaffi,MAMMALIA,포유류,LC,0
Pseudochirulus schlegeli,MAMMALIA,포유류,VU,2
Pteropus mahaganus,MAMMALIA,포유류,LC,0
Pteropus woodfordi,MAMMALIA,포유류,LC,0
Punomys kofordi,MAMMALIA,포유류,NT,1
Rubrisciurus rubriventer,MAMMALIA,포유류,LC,0
Semnopithecus hypoleucos,MAMMALIA,포유류,LC,0
Sicista caucasica,MAMMALIA,포유류,NT,1
Strigocuscus celebensis,MAMMALIA,포유류,NT,1
Suncus montanus,MAMMALIA,포유류,LC,0
Sus ahoenobarbus,MAMMALIA,포유류,NT,1
Syconycteris carolinae,MAMMALIA,포유류,NT,1
Sylvisorex lunaris,MAMMALIA,포유류,NT,1
Taeromys taerae,MAMMALIA,포유류,LC,0
Thomasomys apeco,MAMMALIA,포유류,LC,0
Thomasomys incanus,MAMMALIA,포유류,LC,0
Thomasomys ischyrus,MAMMALIA,포유류,LC,0
Thomasomys kalinowskii,MAMMALIA,포유류,LC,0
Thomasomys macrotis,MAMMALIA,포유류,LC,0
Thomasomys onkiro,MAMMALIA,포유류,LC,0
Abrothrix sanborni,MAMMALIA,포유류,NT,1
Aeretes melanopterus,MAMMALIA,포유류,LC,0
Akodon siberiae,MAMMALIA,포유류,NT,1
Alticola roylei,MAMMALIA,포유류,NT,1
Amblysomus corriae,MAMMALIA,포유류,NT,1
Amblysomus septentrionalis,MAMMALIA,포유류,NT,1
Antechinus godmani,MAMMALIA,포유류,LC,0
Antilope cervicapra,MAMMALIA,포유류,LC,0
Aonyx capensis,MAMMALIA,포유류,NT,1
Aonyx congicus,MAMMALIA,포유류,NT,1
Apodemus hyrcanicus,MAMMALIA,포유류,NT,1
Arborimus longicaudus,MAMMALIA,포유류,NT,1
Arborimus pomo,MAMMALIA,포유류,NT,1
Arvicanthis blicki,MAMMALIA,포유류,NT,1
Atelocynus microtis,MAMMALIA,포유류,NT,1
Barbastella barbastellus,MAMMALIA,포유류,VU,2
Bassaricyon neblina,MAMMALIA,포유류,NT,1
Batomys granti,MAMMALIA,포유류,LC,0
Bauerus dubiaquercus,MAMMALIA,포유류,NT,1
Bdeogale jacksoni,MAMMALIA,포유류,NT,1
Bettongia gaimardi,MAMMALIA,포유류,NT,1
Bettongia lesueur,MAMMALIA,포유류,NT,1
Bison bison,MAMMALIA,포유류,NT,1
Blarinella quadraticauda,MAMMALIA,포유류,NT,1
Bunomys penitus,MAMMALIA,포유류,LC,0
Cabassous chacoensis,MAMMALIA,포유류,NT,1
Caenolestes caniventer,MAMMALIA,포유류,NT,1
Callicebus nigrifrons,MAMMALIA,포유류,NT,1
Callosciurus adamsi,MAMMALIA,포유류,NT,1
Callosciurus nigrovittatus,MAMMALIA,포유류,LC,0
Callosciurus quinquestriatus,MAMMALIA,포유류,LC,0
Callospermophilus madrensis,MAMMALIA,포유류,NT,1
Capra cylindricornis,MAMMALIA,포유류,NT,1
Capra falconeri,MAMMALIA,포유류,NT,1
Cebus cuscinus,MAMMALIA,포유류,NT,1
Cephalophus dorsalis,MAMMALIA,포유류,NT,1
Cephalophus leucogaster,MAMMALIA,포유류,NT,1
Cephalophus silvicultor,MAMMALIA,포유류,NT,1
Cephalorhynchus eutropia,MAMMALIA,포유류,NT,1
Chacodelphys formosa,MAMMALIA,포유류,NT,1
Chaetodipus goldmani,MAMMALIA,포유류,NT,1
Chalinolobus picatus,MAMMALIA,포유류,NT,1
Chelemys megalonyx,MAMMALIA,포유류,NT,1
Chilonatalus tumidifrons,MAMMALIA,포유류,NT,1
Chimarrogale hantu,MAMMALIA,포유류,NT,1
Chodsigoa smithii,MAMMALIA,포유류,NT,1
Choeronycteris mexicana,MAMMALIA,포유류,NT,1
Chrotomys gonzalesi,MAMMALIA,포유류,NT,1
Chrotomys mindorensis,MAMMALIA,포유류,LC,0
Chrysocyon brachyurus,MAMMALIA,포유류,NT,1
Corynorhinus mexicanus,MAMMALIA,포유류,NT,1
Crocidura buettikoferi,MAMMALIA,포유류,LC,0
Crocidura glassi,MAMMALIA,포유류,NT,1
Crocidura grandiceps,MAMMALIA,포유류,LC,0
Crocidura kivuana,MAMMALIA,포유류,NT,1
Crocidura macmillani,MAMMALIA,포유류,NT,1
Crocidura nimbae,MAMMALIA,포유류,NT,1
Crocidura niobe,MAMMALIA,포유류,LC,0
Ctenomys argentinus,MAMMALIA,포유류,NT,1
Ctenomys dorbignyi,MAMMALIA,포유류,NT,1
Ctenomys emilianus,MAMMALIA,포유류,LC,0
Ctenomys pearsoni,MAMMALIA,포유류,NT,1
Ctenomys porteousi,MAMMALIA,포유류,NT,1
Cuniculus taczanowskii,MAMMALIA,포유류,NT,1
Dasycercus cristicauda,MAMMALIA,포유류,EX,5
Dasyprocta guamara,MAMMALIA,포유류,NT,1
Dasypus sabanicola,MAMMALIA,포유류,NT,1
Dasyurus albopunctatus,MAMMALIA,포유류,NT,1
Dasyurus geoffroii,MAMMALIA,포유류,NT,1
Dasyurus maculatus,MAMMALIA,포유류,NT,1
Dasyurus spartacus,MAMMALIA,포유류,NT,1
Delphinapterus leucas,MAMMALIA,포유류,VU,2
Dendrohyrax validus,MAMMALIA,포유류,NT,1
Dendrolagus bennettianus,MAMMALIA,포유류,NT,1
Dendrolagus lumholtzi,MAMMALIA,포유류,NT,1
Dipodomys spectabilis,MAMMALIA,포유류,NT,1
Dobsonia pannietensis,MAMMALIA,포유류,NT,1
Dolichotis patagonum,MAMMALIA,포유류,NT,1
Dorcopsulus vanheurni,MAMMALIA,포유류,NT,1
Dromiciops gliroides,MAMMALIA,포유류,NT,1
Dyacopterus spadiceus,MAMMALIA,포유류,NT,1
Ectophylla alba,MAMMALIA,포유류,NT,1
Eidolon helvum,MAMMALIA,포유류,NT,1
Elaphodus cephalophus,MAMMALIA,포유류,NT,1
Eothenomys wardi,MAMMALIA,포유류,NT,1
Epomophorus angolensis,MAMMALIA,포유류,NT,1
Eudorcas thomsonii,MAMMALIA,포유류,LC,0
Falsistrellus mackenziei,MAMMALIA,포유류,NT,1
Fukomys anselli,MAMMALIA,포유류,LC,0
Genetta johnstoni,MAMMALIA,포유류,NT,1
Genetta piscivora,MAMMALIA,포유류,NT,1
Geomys arenarius,MAMMALIA,포유류,NT,1
Grammomys dryas,MAMMALIA,포유류,LC,0
Habromys lophurus,MAMMALIA,포유류,NT,1
Hemibelideus lemuroides,MAMMALIA,포유류,NT,1
Hemigalus derbyanus,MAMMALIA,포유류,NT,1
Hemitragus jemlahicus,MAMMALIA,포유류,NT,1
Hipposideros doriae,MAMMALIA,포유류,NT,1
Hipposideros jonesi,MAMMALIA,포유류,NT,1
Hipposideros lekaguli,MAMMALIA,포유류,NT,1
Hipposideros pelingensis,MAMMALIA,포유류,NT,1
Histiotus laephotis,MAMMALIA,포유류,LC,0
Hyaena hyaena,MAMMALIA,포유류,NT,1
Hydrictis maculicollis,MAMMALIA,포유류,NT,1
Hylopetes nigripes,MAMMALIA,포유류,NT,1
Hyperacrius fertilis,MAMMALIA,포유류,NT,1
Ichthyomys hydrobates,MAMMALIA,포유류,LC,0
Isthmomys flavidus,MAMMALIA,포유류,NT,1
Kerivoula intermedia,MAMMALIA,포유류,NT,1
Kerivoula minuta,MAMMALIA,포유류,NT,1
Kerivoula pellucida,MAMMALIA,포유류,NT,1
Kobus vardonii,MAMMALIA,포유류,NT,1
Lariscus hosei,MAMMALIA,포유류,LC,0
Lariscus obscurus,MAMMALIA,포유류,NT,1
Lasiorhinus latifrons,MAMMALIA,포유류,LC,0
Lasiurus pfeifferi,MAMMALIA,포유류,NT,1
Leopardus colocolo,MAMMALIA,포유류,NT,1
Leopardus wiedii,MAMMALIA,포유류,NT,1
Leporillus conditor,MAMMALIA,포유류,NT,1
Leptonycteris yerbabuenae,MAMMALIA,포유류,NT,1
Lepus yarkandensis,MAMMALIA,포유류,NT,1
Litocranius walleri,MAMMALIA,포유류,NT,1
Lonchophylla hesperia,MAMMALIA,포유류,NT,1
Lonchophylla mordax,MAMMALIA,포유류,NT,1
Lontra longicaudis,MAMMALIA,포유류,NT,1
Lophostoma occidentalis,MAMMALIA,포유류,NT,1
Lophuromys brevicaudus,MAMMALIA,포유류,NT,1
Lophuromys rahmi,MAMMALIA,포유류,NT,1
Lycalopex sechurae,MAMMALIA,포유류,NT,1
Macaca assamensis,MAMMALIA,포유류,NT,1
Macaca thibetana,MAMMALIA,포유류,NT,1
Mastacomys fuscus,MAMMALIA,포유류,NT,1
Mesocricetus brandti,MAMMALIA,포유류,NT,1
Microcavia shiptoni,MAMMALIA,포유류,LC,0
Microtus cabrerae,MAMMALIA,포유류,NT,1
Microtus guatemalensis,MAMMALIA,포유류,NT,1
Microtus quasiater,MAMMALIA,포유류,NT,1
Mogera tokudae,MAMMALIA,포유류,NT,1
Monodon monoceros,MAMMALIA,포유류,VU,2
Mops mops,MAMMALIA,포유류,NT,1
Mops petersoni,MAMMALIA,포유류,NT,1
Muntiacus atherodes,MAMMALIA,포유류,NT,1
Murexia rothschildi,MAMMALIA,포유류,NT,1
Murina puta,MAMMALIA,포유류,LC,0
Mustela altaica,MAMMALIA,포유류,NT,1
Mustela itatsi,MAMMALIA,포유류,NT,1
Myosorex babaulti,MAMMALIA,포유류,LC,0
Myotis bechsteinii,MAMMALIA,포유류,VU,2
Myotis bombinus,MAMMALIA,포유류,NT,1
Myotis dasycneme,MAMMALIA,포유류,VU,2
Myotis macrotarsus,MAMMALIA,포유류,LC,0
Myotis martiniquensis,MAMMALIA,포유류,NT,1
Myotis ridleyi,MAMMALIA,포유류,NT,1
Myotis ruber,MAMMALIA,포유류,NT,1
Myotis sodalis,MAMMALIA,포유류,NT,1
Mysateles prehensilis,MAMMALIA,포유류,NT,1
Naemorhedus goral,MAMMALIA,포유류,NT,1
Nasuella olivacea,MAMMALIA,포유류,NT,1
Natalus espiritosantensis,MAMMALIA,포유류,NT,1
Natalus major,MAMMALIA,포유류,NT,1
Necromys obscurus,MAMMALIA,포유류,LC,0
Nelsonia neotomodon,MAMMALIA,포유류,LC,0
Neotoma magister,MAMMALIA,포유류,NT,1
Neotoma phenax,MAMMALIA,포유류,LC,0
Niviventer culturatus,MAMMALIA,포유류,LC,0
Notomys cervinus,MAMMALIA,포유류,NT,1
Nyctalus aviator,MAMMALIA,포유류,NT,1
Nycteris tragata,MAMMALIA,포유류,NT,1
Nycticeius cubanus,MAMMALIA,포유류,NT,1
Octodon lunatus,MAMMALIA,포유류,NT,1
Ornithorhynchus anatinus,MAMMALIA,포유류,NT,1
Otocolobus manul,MAMMALIA,포유류,LC,0
Otomops martiensseni,MAMMALIA,포유류,NT,1
Ovis ammon,MAMMALIA,포유류,NT,1
Ozotoceros bezoarticus,MAMMALIA,포유류,NT,1
Panthera onca,MAMMALIA,포유류,NT,1
Pantholops hodgsonii,MAMMALIA,포유류,NT,1
Papagomys armandvillei,MAMMALIA,포유류,NT,1
Papio papio,MAMMALIA,포유류,NT,1
Paracrocidura maxima,MAMMALIA,포유류,LC,0
Parahyaena brunnea,MAMMALIA,포유류,NT,1
Paraxerus vexillarius,MAMMALIA,포유류,LC,0
Pardofelis marmorata,MAMMALIA,포유류,NT,1
Pelomys isseli,MAMMALIA,포유류,NT,1
Peromyscus grandis,MAMMALIA,포유류,NT,1
Peromyscus polius,MAMMALIA,포유류,VU,2
Petaurista mishmiensis,MAMMALIA,포유류,NT,1
Petaurista nobilis,MAMMALIA,포유류,NT,1
Petrogale burbidgei,MAMMALIA,포유류,NT,1
Petrogale godmani,MAMMALIA,포유류,NT,1
Petrogale mareeba,MAMMALIA,포유류,NT,1
Petrogale purpureicollis,MAMMALIA,포유류,NT,1
Petrogale xanthopus,MAMMALIA,포유류,NT,1
Phascogale calura,MAMMALIA,포유류,NT,1
Phascogale tapoatafa,MAMMALIA,포유류,NT,1
Phoniscus atrox,MAMMALIA,포유류,NT,1
Phyllotis bonariensis,MAMMALIA,포유류,NT,1
Platalina genovensium,MAMMALIA,포유류,NT,1
Platyrrhinus ismaeli,MAMMALIA,포유류,NT,1
Platyrrhinus matapalensis,MAMMALIA,포유류,NT,1
Plecotus taivanus,MAMMALIA,포유류,NT,1
Pogonomelomys bruijnii,MAMMALIA,포유류,LC,0
Potorous tridactylus,MAMMALIA,포유류,NT,1
Praomys mutoni,MAMMALIA,포유류,NT,1
Prionailurus rubiginosus,MAMMALIA,포유류,NT,1
Procapra picticaudata,MAMMALIA,포유류,NT,1
Proechimys decumanus,MAMMALIA,포유류,NT,1
Prometheomys schaposchnikowi,MAMMALIA,포유류,LC,0
Pseudantechinus mimulus,MAMMALIA,포유류,NT,1
Pseudochirops albertisii,MAMMALIA,포유류,NT,1
Pseudochirops corinnae,MAMMALIA,포유류,NT,1
Pseudochirulus cinereus,MAMMALIA,포유류,NT,1
Pteropus pumilus,MAMMALIA,포유류,NT,1
Pteropus rayneri,MAMMALIA,포유류,NT,1
Pteropus samoensis,MAMMALIA,포유류,NT,1
Pudu puda,MAMMALIA,포유류,NT,1
Pygeretmus zhitkovi,MAMMALIA,포유류,LC,0
Rattus elaphinus,MAMMALIA,포유류,NT,1
Rattus feliceus,MAMMALIA,포유류,NT,1
Rattus jobiensis,MAMMALIA,포유류,LC,0
Rattus xanthurus,MAMMALIA,포유류,LC,0
Ratufa affinis,MAMMALIA,포유류,NT,1
Ratufa bicolor,MAMMALIA,포유류,NT,1
Ratufa macroura,MAMMALIA,포유류,NT,1
Rheomys thomasi,MAMMALIA,포유류,VU,2
Rhinolophus deckenii,MAMMALIA,포유류,NT,1
Rhinolophus euryale,MAMMALIA,포유류,VU,2
Rhinolophus formosae,MAMMALIA,포유류,LC,0
Rhinolophus robinsoni,MAMMALIA,포유류,NT,1
Rhinolophus rufus,MAMMALIA,포유류,NT,1
Rhinolophus sedulus,MAMMALIA,포유류,NT,1
Rhinophylla alethina,MAMMALIA,포유류,NT,1
Rhinosciurus laticaudatus,MAMMALIA,포유류,NT,1
Rhynchocyon cirnei,MAMMALIA,포유류,LC,0
Rhyncholestes raphanurus,MAMMALIA,포유류,NT,1
Rhynchomys soricoides,MAMMALIA,포유류,NT,1
Saimiri ustus,MAMMALIA,포유류,NT,1
Sapajus nigritus,MAMMALIA,포유류,NT,1
Sciurus richmondi,MAMMALIA,포유류,NT,1
Semnopithecus hector,MAMMALIA,포유류,NT,1
Sicista kluchorica,MAMMALIA,포유류,LC,0
Sminthopsis bindi,MAMMALIA,포유류,NT,1
Sminthopsis douglasi,MAMMALIA,포유류,NT,1
Sorex alpinus,MAMMALIA,포유류,NT,1
Spalax uralensis,MAMMALIA,포유류,LC,0
Speothos venaticus,MAMMALIA,포유류,NT,1
Spermophilus musicus,MAMMALIA,포유류,LC,0
Spermophilus xanthoprymnus,MAMMALIA,포유류,NT,1
Spilocuscus kraemeri,MAMMALIA,포유류,NT,1
Stenoderma rufum,MAMMALIA,포유류,NT,1
Sturnira mordax,MAMMALIA,포유류,LC,0
Styloctenium wallacei,MAMMALIA,포유류,NT,1
Sundasciurus hippurus,MAMMALIA,포유류,NT,1
Sundasciurus moellendorffi,MAMMALIA,포유류,NT,1
Sus celebensis,MAMMALIA,포유류,NT,1
Sylvilagus obscurus,MAMMALIA,포유류,NT,1
Sylvisorex vulcanorum,MAMMALIA,포유류,LC,0
Taphozous australis,MAMMALIA,포유류,NT,1
Thomasomys gracilis,MAMMALIA,포유류,NT,1
Thylamys fenestrae,MAMMALIA,포유류,NT,1
Thylamys macrurus,MAMMALIA,포유류,NT,1
Thylamys velutinus,MAMMALIA,포유류,NT,1
Tolypeutes matacus,MAMMALIA,포유류,NT,1
Tragelaphus imberbis,MAMMALIA,포유류,NT,1
Trinomys eliasi,MAMMALIA,포유류,NT,1
Trogopterus xanthipes,MAMMALIA,포유류,NT,1
Tympanoctomys barrerae,MAMMALIA,포유류,NT,1
Urocitellus washingtoni,MAMMALIA,포유류,NT,1
Urocyon littoralis,MAMMALIA,포유류,NT,1
Uromys hadrourus,MAMMALIA,포유류,NT,1
Uromys neobritannicus,MAMMALIA,포유류,NT,1
Vampyrum spectrum,MAMMALIA,포유류,NT,1
Volemys millicens,MAMMALIA,포유류,NT,1
Wyulda squamicaudata,MAMMALIA,포유류,NT,1
Xerospermophilus mohavensis,MAMMALIA,포유류,NT,1
Zaedyus pichiy,MAMMALIA,포유류,NT,1
Abeomelomys sevia,MAMMALIA,포유류,LC,0
Abrawayaomys ruschii,MAMMALIA,포유류,LC,0
Abrocoma bennettii,MAMMALIA,포유류,LC,0
Abrocoma cinerea,MAMMALIA,포유류,LC,0
Abrocoma shistacea,MAMMALIA,포유류,LC,0
Abrothrix andinus,MAMMALIA,포유류,LC,0
Abrothrix illutea,MAMMALIA,포유류,LC,0
Abrothrix jelskii,MAMMALIA,포유류,LC,0
Abrothrix lanosus,MAMMALIA,포유류,LC,0
Abrothrix longipilis,MAMMALIA,포유류,LC,0
Abrothrix olivaceus,MAMMALIA,포유류,LC,0
Acomys airensis,MAMMALIA,포유류,LC,0
Acomys cahirinus,MAMMALIA,포유류,LC,0
Acomys cineraceus,MAMMALIA,포유류,LC,0
Acomys dimidiatus,MAMMALIA,포유류,LC,0
Acomys ignitus,MAMMALIA,포유류,LC,0
Acomys johannis,MAMMALIA,포유류,LC,0
Acomys kempi,MAMMALIA,포유류,LC,0
Acomys louisae,MAMMALIA,포유류,LC,0
Acomys mullah,MAMMALIA,포유류,LC,0
Acomys percivali,MAMMALIA,포유류,LC,0
Acomys russatus,MAMMALIA,포유류,LC,0
Acomys seurati,MAMMALIA,포유류,LC,0
Acomys spinosissimus,MAMMALIA,포유류,LC,0
Acomys subspinosus,MAMMALIA,포유류,LC,0
Acomys wilsoni,MAMMALIA,포유류,LC,0
Aconaemys fuscus,MAMMALIA,포유류,LC,0
Acrobates pygmaeus,MAMMALIA,포유류,LC,0
Aegialomys xanthaeolus,MAMMALIA,포유류,LC,0
Aepeomys lugens,MAMMALIA,포유류,LC,0
Aepyprymnus rufescens,MAMMALIA,포유류,LC,0
Aeromys thomasi,MAMMALIA,포유류,LC,0
Aethalops aequalis,MAMMALIA,포유류,LC,0
Aethalops alecto,MAMMALIA,포유류,LC,0
Aethomys bocagei,MAMMALIA,포유류,LC,0
Aethomys chrysophilus,MAMMALIA,포유류,LC,0
Aethomys hindei,MAMMALIA,포유류,LC,0
Aethomys ineptus,MAMMALIA,포유류,LC,0
Aethomys kaiseri,MAMMALIA,포유류,LC,0
Aethomys nyikae,MAMMALIA,포유류,LC,0
Aethomys thomasi,MAMMALIA,포유류,LC,0
Akodon aerosus,MAMMALIA,포유류,LC,0
Akodon affinis,MAMMALIA,포유류,LC,0
Akodon albiventer,MAMMALIA,포유류,LC,0
Akodon azarae,MAMMALIA,포유류,LC,0
Akodon boliviensis,MAMMALIA,포유류,LC,0
Akodon budini,MAMMALIA,포유류,LC,0
Akodon cursor,MAMMALIA,포유류,LC,0
Akodon dayi,MAMMALIA,포유류,LC,0
Akodon dolores,MAMMALIA,포유류,LC,0
Akodon fumeus,MAMMALIA,포유류,LC,0
Akodon iniscatus,MAMMALIA,포유류,LC,0
Akodon juninensis,MAMMALIA,포유류,LC,0
Akodon kofordi,MAMMALIA,포유류,LC,0
Akodon lutescens,MAMMALIA,포유류,LC,0
Akodon mimus,MAMMALIA,포유류,LC,0
Akodon molinae,MAMMALIA,포유류,LC,0
Akodon mollis,MAMMALIA,포유류,LC,0
Akodon montensis,MAMMALIA,포유류,LC,0
Akodon orophilus,MAMMALIA,포유류,LC,0
Akodon paranaensis,MAMMALIA,포유류,LC,0
Akodon reigi,MAMMALIA,포유류,LC,0
Akodon serrensis,MAMMALIA,포유류,LC,0
Akodon simulator,MAMMALIA,포유류,LC,0
Akodon spegazzinii,MAMMALIA,포유류,LC,0
Akodon subfuscus,MAMMALIA,포유류,LC,0
Akodon sylvanus,MAMMALIA,포유류,LC,0
Akodon toba,MAMMALIA,포유류,LC,0
Akodon torques,MAMMALIA,포유류,LC,0
Alces alces,MAMMALIA,포유류,LC,0
Alionycteris paucidentata,MAMMALIA,포유류,LC,0
Allactaga balikunica,MAMMALIA,포유류,LC,0
Allactaga bullata,MAMMALIA,포유류,LC,0
Allactaga hotsoni,MAMMALIA,포유류,LC,0
Allactaga major,MAMMALIA,포유류,NT,1
Allactaga severtzovi,MAMMALIA,포유류,LC,0
Allactaga sibirica,MAMMALIA,포유류,LC,0
Allactodipus bobrinskii,MAMMALIA,포유류,LC,0
Allenopithecus nigroviridis,MAMMALIA,포유류,LC,0
Allocricetulus curtatus,MAMMALIA,포유류,LC,0
Allocricetulus eversmanni,MAMMALIA,포유류,LC,0
Alouatta arctoidea,MAMMALIA,포유류,LC,0
Alouatta caraya,MAMMALIA,포유류,NT,1
Alouatta macconnelli,MAMMALIA,포유류,LC,0
Alouatta nigerrima,MAMMALIA,포유류,LC,0
Alouatta sara,MAMMALIA,포유류,NT,1
Alouatta seniculus,MAMMALIA,포유류,LC,0
Alticola argentatus,MAMMALIA,포유류,LC,0
Alticola barakshin,MAMMALIA,포유류,LC,0
Alticola lemminus,MAMMALIA,포유류,LC,0
Alticola macrotis,MAMMALIA,포유류,LC,0
Alticola semicanus,MAMMALIA,포유류,LC,0
Alticola stoliczkanus,MAMMALIA,포유류,LC,0
Alticola strelzowi,MAMMALIA,포유류,LC,0
Alticola tuvinicus,MAMMALIA,포유류,LC,0
Amblysomus hottentotus,MAMMALIA,포유류,LC,0
Ametrida centurio,MAMMALIA,포유류,LC,0
Ammospermophilus harrisii,MAMMALIA,포유류,LC,0
Ammospermophilus interpres,MAMMALIA,포유류,LC,0
Ammospermophilus leucurus,MAMMALIA,포유류,LC,0
Anathana ellioti,MAMMALIA,포유류,LC,0
Andalgalomys olrogi,MAMMALIA,포유류,LC,0
Andalgalomys pearsoni,MAMMALIA,포유류,LC,0
Andinomys edax,MAMMALIA,포유류,LC,0
Anisomys imitator,MAMMALIA,포유류,LC,0
Anomalurus beecrofti,MAMMALIA,포유류,LC,0
Anomalurus derbianus,MAMMALIA,포유류,LC,0
Anomalurus pusillus,MAMMALIA,포유류,LC,0
Anoura caudifer,MAMMALIA,포유류,LC,0
Anoura cultrata,MAMMALIA,포유류,LC,0
Anoura geoffroyi,MAMMALIA,포유류,LC,0
Anoura latidens,MAMMALIA,포유류,LC,0
Anoura luismanueli,MAMMALIA,포유류,LC,0
Anourosorex assamensis,MAMMALIA,포유류,LC,0
Anourosorex squamipes,MAMMALIA,포유류,LC,0
Anourosorex yamashinai,MAMMALIA,포유류,LC,0
